title,author,categories,publishing,isbn,description,orginalTitle,date,datePol,pages,lang,translator,comments,quotes
"
Tapiserie w dawnej Rzeczypospolitej ",Agnieszka Bender,"
sztuka ",Wydawnictwo Katolickiego Uniwersytetu Lubelskiego,"
8373631445 ","
Celem badań przedstawionych w niniejszej rozprawie było uzupełnienie i usystematyzowanie dotychczasowej wiedzy na temat tapiserii powstałych w Polsce i w Europie Środkowej. Badania przeprowadzone zostały w trzech kolejnych etapach. Za najistotniejsze ustalenia uznać należy, po pierwsze - uporządkowanie terminologii dotyczącej tapiserii, umożliwiające właściwe ustawienie badań źródłowych oraz tekstów drukowanych, po drugie - wyraźne określenie różnic technicznych i stylistycznych miedzy tapiseriami i kilimami, co pozwoliło z kolei na uniknięcie niejasności w wyselekcjonowaniu obiektów będących przedmiotem podjętych badań naukowych, i wreszcie po trzecie - zebranie możliwie obszernego materiału, publikowanego i źródłowego, na temat wytwórni tapiserii, ich mecenasów i artystów oraz podjęcie pierwszej na tak szeroką skalę próby określenia liczby istniejących i zaginionych obiektów. (z Zakończenia) ",,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
@bc użytkownika komputera. Kompendium wiedzy informatycznej ",Aleksander Bremer,"
informatyka, matematyka ",Videograf,"
8389232448 ","
Zawiera informacje o:
budowie komputera,
systemie operacyjnym,
edytorze tekstu,
arkuszu kalkulacyjnym,
grafice komputerowej,
zastosowaniach Internetu,
bazach danych,
multimediach. ",,"
2004-01-01 ","
2004-01-01 ","
438 ","
polski ",,,
"
Rozmnażamy drzewa i krzewy liściaste ",Ewa Chojnowska,"
flora i fauna ",Działkowiec,"
9788389615107 ","
Coraz częściej miłośnicy drzew i krzewów ozdobnych, właściciele ogrodów i działek rezygnują z kupna nowości w centrach ogrodniczych i starają się rozmnożyć interesujące ich gatunki i odmiany we własnym zakresie. Taki samodzielny sposób wyprodukowania roślin przynieść może radość i satysfakcję. ",,"
2004-01-01 ","
2004-01-01 ","
95 ","
polski ",,,
"
Postawa ciała jej wady i korekcja ",Jerzy Kołodziej,"
zdrowie, medycyna ",Fosze,"
8388845292 ","
Wciąż wzrastający procent dzieci z wadami postawy i związane z nim zainteresowanie nauczycieli i rodziców problematyką gimnastyki korekcyjno-kompensacyjnej legły u podstaw opracowania niniejszych materiałów metodycznych. ",,"
2004-01-01 ","
2004-01-01 ","
160 ","
polski ",,,
"
Historia naturalna TOM II ",Pliniusz Starszy,"
encyklopedie, słowniki ",Ossolineum,"
8304047438 ","
Tom II Historii naturalnej Pliniusza Starszego w tłumaczeniu Ireny i Tadeusza Zawadzkich ","
NATURALIS HISTORIA ","
2004-01-01 ","
2004-01-01 ",,"
polski ","
Irena Zawadzka ",,
"
In Detail. Barcelona Art Nouveau ",,"
albumy ",,"
8434310627 ",,,"
2004-01-01 ",,"
184 ","
angielski ",,"

Wielki plus za bardzo duże i szczegółowe fotografie. 

Wielki plus za bardzo duże i szczegółowe fotografie. 



Pokaż mimo to


",
"
Groszek poznaje dzikie zwierzęta ",Anna Sójka,"
interaktywne, obrazkowe, edukacyjne ",Centrum Edukacji Dziecięcej,"
9788373417076 ","
Groszek pomaga najmłodszym:
- nazywać zwierzęta
- rozpoznawać ich cechy

Nauka z kolorowymi książeczkami to wspaniała zabawa! ",,"
2004-01-01 ","
2004-01-01 ","
10 ","
polski ",,,
"
Resztki z mojej szuflady ",Tadeusz Wroński,"
biografia, autobiografia, pamiętnik ",Ośrodek Wydawniczo-Poligraficzny SIM,"
83-89444-14-3 ",,,"
2004-01-01 ","
2004-01-01 ","
118 ","
polski ",,,
"
Delfiny i rekiny ",Mary Pope Osborne,"
literatura dziecięca ",Egmont Polska,"
8323721068 ","
Co łączy wszystkie ssaki?
Który rekin jest najgroźniejszy?
Dlaczego padlinożercy są pożyteczni?
Jak długo rekin może wytrzymać bez jedzenia?
Na te i inne pytania znajdziesz odpowiedź w tej książce. ","
Dolphins and Sharks ","
2004-01-01 ","
2004-01-01 ","
112 ","
polski ","
Grażyna Winiarska ","

wspaniała pozycja dla wszystkich miłośników przyrody, bardzo dużo ciekawych informacji, książka przystępna dla najmłodszych dzieci. Na końcu książki bardzo obszerna informacja o źródłach i informacja gdzie szukać dalszych ciekawostek i faktów. 

wspaniała pozycja dla wszystkich miłośników przyrody, bardzo dużo ciekawych informacji, książka przystępna dla najmłodszych dzieci. Na końcu książki bardzo obszerna informacja o źródłach i informacja gdzie szukać dalszych ciekawostek i faktów. 



Pokaż mimo to


",
"
Rozwój społeczny ucznia ",Martin Herbert,"
nauki społeczne (psychologia, socjologia, itd.) ",Gdańskie Wydawnictwo Psychologiczne,"
8389574136 ",,"
Social and Antisocial Development ","
2004-01-01 ","
2004-01-01 ","
80 ","
polski ","
Ewa Jusewicz-Kalter ",,
"
Utrudzony; Piękna Pastereczka; Ofiara Abrahama ",Bergadis,"
poezja ",DiG,"
8371813392 ","
Pierwszy tom serii ArcydzieŇāa Literatury Nowogreckiej pod redakcjńÖ MaŇāgorzaty Borowskiej zawiera trzy waŇľne dzieŇāa pochodzńÖce z okresu tzw. renesansu kreteŇĄskiego: ""Utrudzonego"" Bergadisa, anonimowńÖ ""PińôknńÖ pastereczkńô"" oraz ""Ofiarńô Abrahama"" Witsendzosa Kornarosa. ",,"
2004-01-01 ","
2004-01-01 ","
204 ",,,,
"
Społeczeństwo informacji ",Armand Mattelart,"
nauki społeczne (psychologia, socjologia, itd.) ",Universitas,"
9788324203321 ",,"
Histoire de la societe de l'information ","
2004-01-01 ","
2004-01-01 ","
151 ","
polski ",,,
"
Leksykon integracji europejskiej ",Ewa Górnicz,"
powieść historyczna ",Wydawnictwo Naukowe PWN,"
9788301142087 ","
Wydanie poszerzone i uaktualnione do 1 maja 2004! Kompendium wiedzy o historii, rozwoju i strukturach dwóch najważniejszych systemów integracyjnych Unii Europejskiej i Rady Europy oraz organizacji związanych z nimi traktatowo lub statutowo. Przedstaw ",,"
2004-01-01 ","
2004-01-01 ","
636 ","
polski ",,,
"
Svarog. Velikiy bog drevney Rusi ",Michail Seryakov,"
historia ",Eksmo,,"
Некогда нашим предкам было дано откровение об окружающем мире и их месте в этом мире. Затем это священное знание было безжалостно уничтожено пришедшей с далеких берегов Средиземноморья религией, абсолютно чуждой народу как по крови, так и по Духу. Эта религия подменила все ценности, навязала свой взгляд на мир и заставила поклоняться своему богу.

Наши предки верили, что они прямые потомки бога Солнца Дажьбога и в силу этого являются носителями светоносной энергии в нашем мире. Заставив забыть о своих божественных предках и вести свой род от созданного из глины ветхозаветного Адама, новая религия превратила весь наш народ в Иванов, родства не помнящих. Восстановить хотя бы часть этой забытой истины призвана серия «Язычество предков».
Первая книга посвящена Сварогу — Верховному Богу славян, Богу Неба и Небесного Огня, родоначальнику богов природных сил — Стрибога и Перуна. Настало время обрести истинные представления о месте и смысле жизни русского человека во Вселенной! ","
Сварог. Великий Бог Древней Руси ","
2004-01-01 ",,"
686 ","
rosyjski ",,,
"
Ślad przeszłości. Bytom wielokulturowy ",Marcin Hałaś,"
historia ",Urząd Miejski w Bytomiu,"
8391435261 ","
[...] Zamierzeniem autorów było opisanie w formie rozpraw o charakterze popularnym, wybranych fragmentów dziejów miasta Bytomia widzianych przez pryzmat wielokulturowości. W ciągu 750 lat istnienia Bytomia jego społeczeństwo składające się z Polaków, Niemców, Żydów, Cechów, Romów, osób przybyłych tu z kresów wschodnich dawnej Rzeczypospolitej, stworzyło bogate dziedzictwo, kulturę, imponujące zabytki oraz fascynującą obyczajowość. Do dnia dzisiejszego część z tego bogatego dziedzictwa przetrwała i skłania do zadumy nad czasem, który przeminął.
Poszczególne rozprawy są zapisem tych zarówno dawnych, jak i bliższych już współczesności, śladów wielokulturowego współżycia ludzi różnej narodowości i pochodzenia. Celem tej publikacji jest przypomnienie i uwypuklenie historii często już zapomnianej młodemu pokoleniu bytomian. Poszczególne teksty to spojrzenie wstecz, które pozwoli zobaczyć Bytom w bogatej perspektywie, wolnej od szkodliwych stereotypów, uproszczeń i ksenofobii. [...] ",,"
2004-01-01 ","
2004-01-01 ","
99 ","
polski ",,,
"
Miasta Józefa Czechowicza. Topografia wyobraźni ",Marcin Całbecki,"
językoznawstwo, nauka o literaturze  ",Wydawnictwo Uniwersytetu Marii Curie-Skłodowskiej,"
8322722036 ","
Stereotyp Czechowicza jako poety prowincji przez lata ułatwiał literaturoznawcom klasyfikację dokonań autora ""ballady z tamtej strony"". Wyróżniona w 2002 roku nagrodą I stopnia w ogólnopolskim konkursie im. Jana Józefa Lipskiego książka Marcina Całbeckiego próbuje weryfikować owe przekonania oraz sugeruje, że kunszt Czechowiczowskiej imaginacji najpełniej realizuje się w sferze obrazowania przestrzennego... ",,"
2004-01-01 ","
2004-01-01 ","
243 ","
polski ",,,
"
Młyny w Malborku i okolicy od XIII do XIX w. ",Wiesław Długokęcki,"
historia ",Muzeum Zamkowe w Malborku,"
8386206705 ","
Książka ta podejmuje tematykę początków młynarstwa na ziemiach polskich, rozmieszczenia młynów w terenie, regala młyńskiego, sytuacji prawnej i społecznej młynarzy i techniki produkcji.

[ze wstępu autora] ",,"
2004-01-01 ","
2004-01-01 ","
113 ","
polski ",,,
"
 Drób ",Hanna Szymanderska,"
kulinaria, przepisy kulinarne ",Świat Książki,"
8373911243 ",,,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
"
Twierdza Osowiec 1882-1915 ",Bogusław Perzyk,"
militaria, wojskowość ",MBP,"
83-907405-1-6 ","
Fachowa, kompleksowa monografia twierdzy Osowiec. Autor szczegółowo opisał architekturę urządzeń obronnych, budowę twierdzy i jej rozwój polegający na doskonaleniu wykorzystywanych materiałów, jak i form budowli. Ponadto zamieścił obszerne dane dotyczące funkcjonowania obiektu. Informacje o garnizonie twierdzy, jego uzbrojeniu i wyposażeniu technicznym są wyczerpujące. Autor przeanalizował również związane z nią plany obejmujące przygotowanie i prowadzenie walki w oparciu o jej fortyfikacje. Książka została napisana na podstawie starannej, wszechstronnej analizy źródeł archiwalnych i kultury materialnej. Treść uzupełniono licznymi szkicami, mapami, fotografiami oraz tabelami. ",,"
2004-01-01 ","
2004-01-01 ","
338 ","
polski ",,,
"
Foul Matter ",Martha Grimes,"
kryminał, sensacja, thriller ",New American Library,"
9780670032594 ","
Red pencils draw real blood in this delightful publishing world crime spoof by Grimes, expert storyteller and bestselling author of the Richard Jury mysteries (The Man with a Load of Mischief, etc.). When Paul Giverney, a hot suspense novelist, seeks a new publisher, he decides on the house of Mackensie-Haack under the condition that they dump their highly respected and award-winning author, Ned Isaly. Ruthless president Bobby Mackensie will stop at nothing to sign Giverney, even though breaking Isaly's contract is a legal impossibility. His solution? Sign another contract—this one with two hit men, who are hired to knock off Isaly. What Mackensie doesn't know is that Candy and Karl are killers with scruples and a keen interest in literature. Isaly, meanwhile, is totally engrossed in finishing his current novel and barely notices the two men as they mingle with Isaly and his friends at popular New York City literary watering holes. Not even when a multitude of bumblers follow him on a visit to his hometown of Pittsburgh—in one of the most humorous episodes in the book—does he realize his plight. Although verging on the caricaturish, the characters are memorable, especially the hit-men duo. Insider publishing lingo, a quirky plot, atmospheric settings and Grimes's dry sense of humor make this a delectable bonbon of a book. ",,"
2004-01-01 ",,"
372 ","
angielski ",,"

Sympatyczna lekka komedyjka o kulisach światka wydawniczego i pisarskiego, autorki serii kryminałów o inspektorze Jurym.
Twórca bestsellerów sprzedających się w zawrotnych ilościach, składa propozycję renomowanemu wydawnictwu. Wydadzą zarabiające krocie książki, pod warunkiem iż pozbędą się świetnego, zasypywanego ważnymi nagrodami pisarza. Ponieważ nie mogą legalnymi metodami rozwiązać podpisanej umowy, posuwają się do metod ostatecznych, wynajmując duet płatnych zabójców. Niestety dla zleceniodawców mają oni swoisty kodeks moralny, zakładający zweryfikowanie czy obiekt zlecenia faktycznie zasłużył na egzekucję.
Czytało się przyjemnie. Smaczki i ciekawostki kulis wydawniczych oraz pisarskich, niewątpliwie okażą się interesujące dla wielu moli książkowych, uwielbiających książki o książkach. Niestety tylko po angielsku, ale język na tyle prosty, że nie trzeba co chwila żmudnie wyszukiwać w słowniku wszystkich słów by wiedzieć o co chodzi [na 372 strony musiałam wyszukać 3]. 

Sympatyczna lekka komedyjka o kulisach światka wydawniczego i pisarskiego, autorki serii kryminałów o inspektorze Jurym.
Twórca bestsellerów sprzedających się w zawrotnych ilościach, składa propozycję renomowanemu wydawnictwu. Wydadzą zarabiające krocie książki, pod warunkiem iż pozbędą się świetnego, zasypywanego ważnymi nagrodami pisarza. Ponieważ nie mogą legalnymi... 

więcej



mniej





Pokaż mimo to


",
"
Atlas Zwierzęta Świata ",Steve Parker,"
flora i fauna ",Philip Wilson,"
83-7236-152-5 ","
Wspaniale ilustrowana książka zawierająca mnóstwo informacji o bogatym i fascynującym świecie zwierząt. Przedstawia różne gatunki zwierząt oraz ich naturalne siedliska na lądzie i w wodzie, w rozmaitych strefach klimatycznych. Są wśród nich tak niezwykłe, jak ryby latające czy płucodyszne. Czytelnik ma wrażenie, że odbywa podróż dookoła świata od okolic podbiegunowych po gorące tropiki i poznaje życie zamieszkujących je stworzeń: ssaków, ptaków, ryb, gadów, płazów, owadów. Podróż tę ułatwiają ciekawe, szczegółowe ilustracje, które ukazują zwierzęta w typowych dla nich sytuacjach. ","
Fantastic World Of Animals ","
2004-01-01 ","
2004-01-01 ","
256 ","
polski ","
Małgorzata Dobrogojska ",,
"
Wielki kłębek wełny ",Ross Mueller,"
literatura dziecięca ",Firma Księgarska Olesiejuk,"
8374238283 ","
Wesoła opowieść o małym chłopcu obdarzonym wielką wyobraźnią. ",,"
2004-01-01 ","
2004-01-01 ","
38 ","
polski ",,,
"
Róże ",David Gerald Hessayon,"
flora i fauna ",Muza,"
9788373194373 ","
Okładka: twarda, ",,"
2004-01-01 ","
2004-01-01 ","
143 ","
polski ",,,
"
Nie tylko Twoje imię ",Andrzej Żmuda,"
literatura piękna ",Ad Oculos,"
9788387907440 ","
Wiersze wróżące z imion , wzbogacone o rodowody imion i toasty na imieniny czy urodziny. Mini przewodnik po historii i kulturze. Znaczące postaci ze świata sztuki, sportu czy polityki. ",,"
2004-01-01 ","
2004-01-01 ","
336 ","
polski ",,,
"
Morze i my ",Helena Walewska-Sobolewska,"
biografia, autobiografia, pamiętnik ",Marpress,"
8389091496 ","
Druga część pamiętnika poświęconego budowaniu własnego, rodzinnego gniazda na Wybrzeżu oraz wydarzeniom związanym z pracą i życiem najbliższej rodziny, od półwiecza związanej z Gdynią i morzem. Początki w morskim Urzędzie Zdrowia. Kłopoty w stalinowskiej Polsce. Grudzień 1970. Miłość do męża, Kazimierza Sobolewskiego, i morza. Czasy „Solidarności” i „uroki” stanu wojennego. Losy rodziny splecione z morzem. ",,"
2004-01-01 ","
2004-01-01 ","
136 ","
polski ",,,
"
Hinduski masaż relaksujący. Głowa, szyja, barki ",Narendra Mehta,"
zdrowie, medycyna ",Ňöwiat KsińÖŇľki,"
8373913327 ","
GŇāowa, szyja i barki to czńôŇõci ciaŇāa, w kt√≥rych kumuluje sińô stres caŇāego snia. Skutkiem jest nadmierne napińôcie mińôŇõni tych okolic, powodujńÖce dyskomfort i b√≥l. KsińÖŇľka przedstawia proste i skuteczne techniki masaŇľu. Czytelne opisy ilustrowane sńÖ kolorowymi fotografiamii i rysunkami. ",,"
2004-01-01 ","
2004-01-01 ","
159 ",,,,
"
Lecznicze właściwości kamieni szlachetnych ",Heide Marie Geiss,"
zdrowie, medycyna ",Klub dla Ciebie,"
8374041102 ",,,"
2004-01-01 ","
2004-01-01 ","
160 ","
polski ",,,
"
Historia Literatury Polskiej - t. 7 Młoda Polska, wolumin 1 ",Anna Skoczek,"
językoznawstwo, nauka o literaturze ",SMS,"
838852027X ",,,"
2004-01-01 ","
2004-01-01 ","
414 ","
polski ",,,
"
Autostradą do źródła szczęścia ",Dariusz Woźniak,"
poradniki ",Edycja Świętego Pawła,"
8371686722 ","
Bogato ilustrowana książeczka, zawierająca ważne wskazania i myśli, pomocne w różnych życiowych sytuacjach. Jak napisał sam autor, dzięki temu zbiorkowi można mieć nadzieję, że Czytelnik wykorzysta radę, myśl, wskazówkę do zachowania człowieczeństwa . Książki pisane w ten sposób mają to do siebie, że powinno się do nich powracać, aby jak najlepiej zgłębiać przedstawiane treści. W tym zgłębianiu ogromną pomocą mogą służyć niezwykłej urody zdjęcia, towarzyszące poszczególnym myślom. ",,"
2004-01-01 ","
2004-01-01 ","
15 ","
polski ",,"

Czytałam tak dawno, że lepiej bym się nie wypowiadała. Bo, a nuż, jeszcze coś przekręcę... 

Czytałam tak dawno, że lepiej bym się nie wypowiadała. Bo, a nuż, jeszcze coś przekręcę... 



Pokaż mimo to


",
"
12 zagrożeń dla związku i jak ich uniknąć ",Michael Mary,"
poradniki ",Państwowy Zakład Wydawnictw Lekarskich,"
8320029384 ","
Problemy przedstawione w tej książce to ilustracja 12 niebezpiecznych zachowań typowych dla kobiet oraz mężczyzn z równie typowym dla nich podziałem ról. Autor pomaga zrozumieć wzajemne zachowania partnerów, ustalić przyczyny konfliktów, wskazuje na słabe punkty naszego zachowania w związku, podpowiada strategie przezwyciężania trudności. Spełniając życzenia zainteresowanych, autor podaje konkretne praktyczne alternatywy zachowań - jedne dla kobiet, a drugie dla mężczyzn. Omawia takie kwestie, jak: partner - odwieczna zagadka, porozumienie - kwestia szczęścia, o czym marzą mężczyźni oraz o czym marzą kobiety. W oddzielnym rozdziale przedstawia strategie rozwiązań dla 12 zagrożeń dla związku tj.: - Wyjaśnianie oczekiwań - Uzewnętrznianie się - Zrozumienie - Bycie otwartym i szczerym - Pełnia kontaktu - Werbalizowanie marzeń, tęsknot i oczekiwań - Angażowanie się. Książkę poleca się każdemu, kto w kontakcie z partnerem szuka szczęścia, miłości i wzajemnego zrozumienia. ","
Zwolf Beziehungskiller und wie man sie vermeiden kann ","
2004-01-01 ","
2004-01-01 ",,"
polski ","
Ryszard Turczyn ","

Dwie mądre rady z tej książki:
- partnerzy powinni jak najwięcej ze sobą rozmawiać, mówić o swoich uczuciach, pragnieniach;
- kobieta nie powinna zatracić się w mężczyźnie, nie powinna stać się zależna od niego pod wszelakimi względami, mężczyzna nie powinien być jedynym centrum jej świata.

I to by było na tyle jeśli chodzi o mądrości. Autorem książki jest znany niemiecki psychoterapeuta, który jednocześnie jest chyba totalnym szowinistą (przynajmniej w moim odczuciu).
Michael Mery kobietę w związku porównuję do węża, który próbuje złapać i ograniczyć wolność biednego mężczyzny, którego porównuje do uciekającego zająca. 

Autor podkreśla, że kobiety w związkach czują się zaniedbane i potrzebują bliskości, co ma korzenie w ich dzieciństwie, gdyż były zaniedbywane przez ojców - straszne uogólnienie! I jak często może się okazać zupełnie nieprawdziwe.
Mężczyzna natomiast będąc z kobietą czuję się omotany i w związku brakuje mu wolności, a wszystkiemu winna jest zaborcza matka (?????!!!!!)

Zagrożeniom w związku zwykle są winą kobiety - przykład on popadł w długi, bo ona lubi żyć ww luksusie, a on biedny nie wyrabia; inny przykład - ona nie rozumie, że on może nie mieć ochoty na seks i próbuje, go do tego przymusić; jeszcze inny przykład - gdy on ma kochankę to też jej wina, bo to świadczy o tym, że zbyt rzadko uprawia z nim seks i mogłabym podać wiele innych podobnych przykładów, ale chyba nie jest to konieczne. 

Czytanie tej książki szalenie mnie irytowało, m.in sytuacja w której autor podpowiada mężczyźnie jak postawić się kobiecie, która prosi go o pomoc w pracach domowych. 

Z czystym sumieniem mogę powiedzieć - Absolutnie nie polecam tej książki! 

Dwie mądre rady z tej książki:
- partnerzy powinni jak najwięcej ze sobą rozmawiać, mówić o swoich uczuciach, pragnieniach;
- kobieta nie powinna zatracić się w mężczyźnie, nie powinna stać się zależna od niego pod wszelakimi względami, mężczyzna nie powinien być jedynym centrum jej świata.

I to by było na tyle jeśli chodzi o mądrości. Autorem książki jest znany niemiecki... 

więcej



mniej





Pokaż mimo to


",
"
Papużki faliste ",Kamila Brodowska,"
flora i fauna ",Mako Press,"
9788389737069 ",,,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,"

Podstawowe informacje dla początkujących hodowców. 

Podstawowe informacje dla początkujących hodowców. 



Pokaż mimo to


",
"
Ludzie z charakterami ",Aleksander Kopiński,"
historia ",Fronda,"
8391991164 ","
Legendarny okupacyjny spór Czesława Miłosza i Andrzeja Trzebińskiego nigdy nie został szczegółowo opisany. Mówiły o nim dotąd jedynie aluzje, rozsiane we wspomnieniach i esejach noblisty, oraz ogólnikowe wzmianki wielu badaczy i krytyków polskiej literatury współczesnej.
Książka ta nie jest jednak tylko wypełnieniem jednej z wielu ""białych plam"" jakie pozostały naszej polonistyce w spadku po czasach PRL-u. Właśnie tamte dyskusje zmarłego niedawno wybitnego poety z młodzieżą ze ""Sztuki i Narodu"" zaważyły bowiem niemało na jego dalszej drodze twórczej. A tragiczna śmierć najzdolniejszych pisarzy pokolenia wojennego w powstaniu warszawskim przesądziła, że Polska - jako kraj, ale i jako kultura - stanęła otworem przed komunistycznymi ""wyzwolicielami"", bezbronna wobec sowieckich metod ""modernizacji"", gotowa na re-formowanie. ",,"
2004-01-01 ","
2004-01-01 ","
222 ","
polski ",,"

Autor potrzebował dwustu stron, żeby przekazać, że w sumie to albo poważnego sporu nie było, albo nie wiadomo, o co w nim chodziło. 

Autor potrzebował dwustu stron, żeby przekazać, że w sumie to albo poważnego sporu nie było, albo nie wiadomo, o co w nim chodziło. 



Pokaż mimo to


",
"
Człowiek w świecie Wielkiej Wojny. Literatura polska z lat 1914-1919 wobec I wojny światowej. Wybrane zagadnienia ",Maria Jolanta Olszewska,"
językoznawstwo, nauka o literaturze ",Wydawnictwo Wydziału Polonistyki Uniwersytetu Warszawskiego,"
83-89663-10-4 ","
Książka ta jest poprawioną i uzupełnioną wersją pracy doktorskiej profesor Marii Jolanty Olszewskiej. Autorka w sposób gruntowny i niezwykle szczegółowy opisuje wybrane zagadnienia dotyczące literatury polskiej okresu I wojny światowej. W kolejnych rozdziałach porusza m.in. problem ""niewyrażalności"" wojny, kwestie wojennego mizerabilizmu i pragmatyzmu, a także zagadnienia wojennej traumy czy różnych stanowisk rodzimych intelektualistów wobec irredenty. 

Wyłaniający się z książki obraz pierwszej wojny światowej (określanej też często jako Wielka Wojna) wpisuje się w optykę zaproponowaną wcześniej m.in. przez Modrisa Eksteinsa i Martina Gilberta. W ujęciu tym pierwsza wojna światowa to zarówno pierwsza wojna totalna, jak i pierwsza wojna nowoczesna ""wpisująca się w przestrzeń globalnej modernizacji, dotyczącej praktycznie wszelkich sfer życia, w tym również literatury"" (M. J. Olszewska, Człowiek w świecie Wielkiej Wojny, s. 9). ",,"
2004-01-01 ","
2004-01-01 ","
483 ","
polski ",,,
"
Marketing. Business to business ",Grażyna Golik-Górecka,"
biznes, finanse ",Difin,"
8372514143 ","
Komleksowe ujęcie problematyki marketingu business to business, z uwględnieniem nowoczesnych trendów i koncepcji marketingowych, czyni książkę bardzo pożyteczną zarówno w dydaktyce związanej z marketingiem przemysłowym, jak i w praktyce, w procesie formułowania realizacji skutecznych strategii marketingowych. ",,"
2004-01-01 ","
2004-01-01 ","
224 ","
polski ",,,
"
Taki to mroczny czas ",Krystyna Heska-Kwaśniewicz,"
powieść historyczna ",Wydawnictwo Uniwersytetu Śląskiego,"
8322613792 ",,,"
2004-01-01 ","
2004-01-01 ","
215 ","
polski ",,,
"
Roczniki antarktyczne ",Stanisław Rakusa-Suszczewski,"
reportaż ",Zakład Biologii Antarktyki PAN,"
8391061353 ",,,"
2004-01-01 ","
2004-01-01 ","
277 ","
polski ",,"

Pisałam coś o tym, że w poprzedniej książce, ""Notatkach antarktycznych"", litościwie pominięto nam odgrzewania starych opowiastek? Tym razem zaczęłam się zastanawiać, czy może wydawnictwo PAN ma jakiś budżet, który musi wydać na publikacje, inaczej cofną grant czy coś takiego, bo nie wiem, jaki ma sens powtarzanie wszystkich poprzednich publikacji w jednej. 

No to tradycyjnie - wszystkie wyprawy od pierwszej do najświeższej jeszcze raz, w zasadzie bez zmian, co najwyżej z uzupełnieniami względem ""Notatek ataraktycznych"" o jeszcze więcej szczegółów dyplomatyczno-politycznych. 

Dla dociekliwych: to samo, co w tej książce, plus jeszcze kilka szczególików i nowych partii dzienników, pojawi się zaraz w ""Wiatrem przewiany, słońcem spalony"". Niekoniecznie. 

Pisałam coś o tym, że w poprzedniej książce, ""Notatkach antarktycznych"", litościwie pominięto nam odgrzewania starych opowiastek? Tym razem zaczęłam się zastanawiać, czy może wydawnictwo PAN ma jakiś budżet, który musi wydać na publikacje, inaczej cofną grant czy coś takiego, bo nie wiem, jaki ma sens powtarzanie wszystkich poprzednich publikacji w jednej. 

No to... 

więcej



mniej





Pokaż mimo to


",
"
Opowieści z Kabylii ",Antonio Pereira,"
literatura piękna ",Księgarnia Akademicka,"
8371886039 ","
Antonio Pereira to wybitny pisarz i poeta hiszpański związany z regionem Kastylia i León, zdobywca wielu nagród literackich, zarówno za twórczość epicką ,jak i poetycką. Urodził się w 1923 roku w Villafranca del Bierzo, jednej z najważniejszych i najpiękniejszych miejscowości leżących na trasie pielgrzymek do Santiago de Compostela. W jego utworach przeważa klimat północnej Hiszpanii, mniej znanej polskiemu czytelnikowi od ""gorącego"" południa. 

W biograficznych ""Opowieściach z Kabylii"" pisarz malowniczo opisuje swoje dzieciństwo i wczesną młodość spędzoną w rodzinnym miasteczku, na które wpływ miały zmiany zachodzące w ówczesnej Hiszpanii. Każde opowiadanie przedstawia niezapomniany obraz tego kraju, jego historii i kultury i jest jednocześnie pełną sentymentu próbą autora rozliczenia się z młodością i dziecięcą naiwnością, która ją cechowała. ","
Cuentos de la Cábila ","
2004-01-01 ","
2004-01-01 ","
120 ","
polski ","
Katarzyna Kruk ","

""Opowieści z Kabylii"" to wspomnienia autora z czasów dzieciństwa i młodości, które przypadły na czasy przedwojenne i okres dwóch wojen (domowej i drugiej światowej). 
Wyraźnie widać w tej prozie, że hiszpański pisarz to nie tylko epik, ale i poeta - dużo tu lirycznych opisów, nastrojowych fraz, ciekawych, oryginalnych porównań. 

Czyta się tę książkę niespiesznie, z zadumą i sentymentem. Obok sielskich, rozbrajających obrazków z najmłodszych lat pojawiają się tu poważne treści, dotyczące przede wszystkim czasów wojennych i powojennej dyktatury Franco. 

Zbiór krótkich, ale treściwych opowieści to także zbiorowy portret ludzi zamieszkujących północną Hiszpanię, zmuszonych do borykania się z wieloma przeciwnościami losu i kaprysami przyrody, ale umiejących znaleźć też w trudnym życiu odrobinę szczęścia. 

Na pewno nie jest to książka dla miłośników tylko szaleńczej akcji. Tutaj czas płynie powoli, a poszczególne obrazki często skupiają się na wewnętrznych przeżyciach, wspomnieniach i impresjach, jakie zapisały się w pamięci autora. 
Gdybym miała porównać ""Opowieści z Kabylii"" do innych książek, wymieniłabym zbeletryzowane wspomnienia Marcela Pagnola (szczerze przyznam jednak, że autobiograficzny cykl francuskiego pisarza jest ciekawszy i bardziej błyskotliwy). 

Polecam jako chwilę refleksji i oderwania się od życia w pośpiechu. 

""Opowieści z Kabylii"" to wspomnienia autora z czasów dzieciństwa i młodości, które przypadły na czasy przedwojenne i okres dwóch wojen (domowej i drugiej światowej). 
Wyraźnie widać w tej prozie, że hiszpański pisarz to nie tylko epik, ale i poeta - dużo tu lirycznych opisów, nastrojowych fraz, ciekawych, oryginalnych porównań. 

Czyta się tę książkę niespiesznie, z zadumą... 

więcej



mniej





Pokaż mimo to


",
"
Wykłady z algorytmów ewolucyjnych ",Jarosław Arabas,"
informatyka, matematyka ",Wydawnictwo WNT,"
0000000000000 ",,,"
2004-01-01 ","
2004-01-01 ",,"
polski ",,,
